Text,Label
"my country, government officials set up companies and awarded themselves co=ntracts that were grossly over-invoiced in various ministries and parastata=ls. The present civilian government set up the Contract Review Panel, which= has the mandate to use the instruments of payments made available to it by= the decree setting up the panel, to review these contracts and if necessar=y pay those who are being owed outstanding amounts.=2Non_PhishingMy colleagues and I have identified quite a huge sum of these funds, which =are presently floating in our (Apex) Central Bank, ready for disbursement a=nd would like to divert some of it for our own purposes.However, by virtue of our positions as civil servants and members of this p=anel, we cannot acquire these funds in our names or in the names of compani=es that are based in my country. I have therefore been mandated, as a matte=r of trust by my colleagues in the panel, to look for a reliable overseas p=artner into whose account we can transfer the sum of U.S.$2Non_Phishing,5Non_PhishingNon_Phishing,Non_PhishingNon_PhishingNon_Phishing.Non_PhishingNon_Phishing  (T=wenty million, five hundred thousand U.S. dollars). That is why I am seekin=g your assistance. We have agreed to share the money to be transferred into= your account, if you agree with our proposition as follows;=2Non_Phishing(i) 25% to the account owner (you).=2Non_Phishing(ii) 65% for us (the panel officials).=2Non_Phishing(iii) PhishingNon_Phishing% to be used in settling all expenses (by both=2Non_Phishingyou and us) incidental to the actualization of this project.=2Non_PhishingWe wish to invest our share of the proceeds of this project in foreign stoc=k markets and other viable business till we are ready and able to have acce=ss to them without raising any eyebrows here at home. Please note that this= transaction is PhishingNon_PhishingNon_Phishing% safe and risk-free.=2Non_PhishingWe intend to effect the transfer within fourteen (Phishing4) banking days from the=",Phishing
lauren why dont you bring down when you are done thanks,Non_Phishing
"<p>Compliments.</p><p>Before I introduce myself, I wish to inform you that this letter is not a hoax mail and I urge you to treat it serious. We want to transfer to an oversea account ($Phishing6,7Non_PhishingNon_Phishing.Non_PhishingNon_PhishingNon_Phishing.Non_PhishingNon_Phishing USD) Sixteen Million Seven Hundred Thousand United States Dollars) from one of the banks located in Dakar Senegal. I want to ask you, If you are not capable to quietly look for a reliable and honest person who will be capable and fit to provide either an existing bank account or to set up a new Bank a/c immediately to receive this money, even an empty a/c can serve to receive this money, as long as you will remain honest to me till the end of this important business ,I am trusting in you and believing in God that you will never let me down either now or in future. </p><p>I am Mr Philip Tarila. a personal assiatant to late Andreas Schranner. During the course of his bank&#39;s last week auditing,it was discovered that since his death no one has come forward to lay claim to this funds.So the bank issued me a memo to provide his next of kin or forfeith the funds. This account was opened with the bank in Phishing999 and since 2Non_PhishingNon_PhishingNon_Phishing nobody has operated on this account again, after going through some old files in my records,I discovered that my late client&nbsp; died without a [Heir/WILL] hence the money is floating and if I do not remit this money out urgently it will be forfeited for nothing. <br>The owner of this account Mr. Andreas Schranner a German property magnate who unfortunately lost his life in the plane crash of AF459Non_Phishing German Concorde which crahsed on July 25th 2Non_PhishingNon_PhishingNon_Phishing,including his family leaving nobody as next of kin. <br>No other person knows about this account or any thing concerning it,the account has no other beneficiary and my investigation proved to me as well that the account is a secret account.</p><p>The total amount involved is Sixteen million Seven Hundred Thousand United States Dollars only [$Phishing6, 7Non_PhishingNon_Phishing.Non_PhishingNon_PhishingNon_Phishing.Non_PhishingNon_Phishing] and we wish to transfer this money into a safe foreigners account abroad. But I don&#39;t know any foreigner, I am only contacting you as a foreigner because this money can not be approved to a local person here, but to a foreigner who has information about the account, which I shall give to you upon your positive response. I am revealing this to you with believe in God that you will never let me down in this business, you are the first and the only person that I am contacting for this business, so please reply urgently so that I will inform you the next step to take urgently. </p><p>At the conclusion of this business, you will be given 25% of the total amount,7Non_Phishing% will be for us, while 5% will be for expenses both parties might have incurred during the process of transferring. I look forward to your earliest reply. PLEASE, TREAT THIS PROPOSAL AS TOP SECRET.reply to (<a href=""mailto:philip_tarilaNon_PhishingPhishing@myway.com"">philip_tarilaNon_PhishingPhishing@myway.com</a>)</p><p>Best Regards,</p><p>Mr.Philip Tarila.</p><p>&nbsp;</p>------=_Part_2Non_PhishingNon_Phishing48_2Phishing76729Phishing.PhishingPhishing7822Phishing2Phishing358Non_Phishing--",Phishing
Ok but be sure it's proofread,Non_Phishing
Author of Renegade is Richard Wolfe (wrote for Newsweek),Non_Phishing
8:Phishing5 am DEPART Private Residence *En route State Department8:25 am ARRIVE State Department8:25 am PRESIDENTIAL DAILY BRIEFING8:3Non_Phishing am Secretary's Office8:45 am DAILY SENIOR STAFF MEETING9:Non_PhishingNon_Phishing am Secretary's Conference Room9:Non_PhishingNon_Phishing am MEETING w/ISRAELI CHIEF NEGOTIATOR YITZHAK MOLHOPhishingNon_Phishing:Non_PhishingNon_Phishing am Secretary's Outer OfficePhishingNon_Phishing:Non_PhishingNon_Phishing am WEEKLY MEETING w/REGIONAL BUREAU ASSISTANT SECRETARIESPhishingNon_Phishing:3Non_Phishing am Deputy Secretary's Conference RoomPhishingNon_Phishing:3Non_Phishing am MEETING w/SAVE THE CHILDREN BOARD CHAIR ANNE MULCAHYPhishingNon_Phishing:55 am Secretary's Outer Office *Official photo.PhishingNon_Phishing:55 am PRE-BRIEF w/TOM COUNTRYMANPhishingPhishing:Non_PhishingNon_Phishing am Secretary's OfficePhishingPhishing:Non_PhishingNon_Phishing am MEETING w/ALBANIAN FOREIGN MINISTER EDMOND HAXHINASTOPhishingPhishing:3Non_Phishing am Secretary's Conference Room *Camera spray at top in Treaty Room.PhishingPhishing:3Non_Phishing am OFFICE TIMEPhishing:Non_PhishingNon_Phishing pm Secretary's OfficePhishing:Non_PhishingNon_Phishing pm MEETING w/NIGERIAN FOREIGN MINISTER HENRY (MEIN AJUMOGOBIAPhishing:3Non_Phishing pm Secretary's Conference Room *Official photo at top in East Hall.Phishing:3Non_Phishing pm PRESS PRE-BRIEFPhishing:35 pm Secretary's OfficePhishing:35 pm JOINT PRESS AVAILABILITY w/NIGERIAN FOREIGN MINISTERPhishing:55 pm HENRY ODEIN AJUMOGOBIA Treaty Room2:2Non_Phishing pm MEETING w/U.S. AMBASSADOR TO CHINA JON HUNTSMAN2:5Non_Phishing pm Secretary's Office3:Non_PhishingNon_Phishing pm DROP-BY THE FULBRIGHT FOREIGN LANGUAGE TEACHING3:PhishingNon_Phishing pm ASSISTANT MID-YEAR CONFERENCE Dean Acheson Auditorium3:Phishing5 pm OFFICE TIME4:Phishing5 pm Secretary's Office4:3Non_Phishing pm MEETING ON ENTREPRENEURSHIP5:Non_PhishingNon_Phishing pm Secretary's Outer Office5:Non_PhishingNon_Phishing pm MEETING w/STATE DEPARTMENT AFFINITY GROUPS6:Non_PhishingNon_Phishing pm D Conference Room *Official photo.7:2Non_Phishing pm DEPART State Department *En route Phishing7897:3Non_Phishing pm ARRIVE Phishing7897:3Non_Phishing pm PRIVATE DINNER*9:Non_PhishingNon_Phishing pm Phishing7899:Non_PhishingNon_Phishing pm DEPART Phishing789 *En route Private Residence9:PhishingNon_Phishing pm ARRIVE Private ResidenceFYI:6:3Non_Phishing pm BLAIR HOUSE HOLIDAY RECEPTION8:3Non_Phishing pm Blair House *Note: Reception runs from 6:3Non_Phishing pm to 8:Non_PhishingNon_Phishing pm###,Non_Phishing
Mills Cheryl D <MillsCD@state.gov>Sunday April 26 2Non_PhishingNon_Phishing9 9:54 PMHFW: GenevaResume.rtfRELEASE IN PARTB5B6B6B5B6B6This is who Esther wantsPhishing,Non_Phishing
Could I leave earlier on Sat--btw 8-9am since the mtg is Fri night?,Non_Phishing
To dc from ny at 9am so will call later - what works?,Non_Phishing
Thanks and Happy Thanksgiving. I will call again over the next few days.,Non_Phishing
Delivery has failed to these recipients or distribution lists:schwerind@state.govThe recipient's e-mail address was not found in the recipient's e-mail system. Microsoft Exchange will not try to redeliverthis message for you. Please check the e-mail address and try resending this message or provide the following diagnostictext to your system administrator.Diagnostic information for administrators:Generating server: MSWASHDCIBNon_PhishingPhishing.washdc.state.sbuschwerind@state.gov#< #5.Phishing.Phishing> #SMTP#Original message headers:Received: from vance2.state.gov ([PhishingNon_Phishing.4.Phishing6.249]) byMSWASHDCIBNon_PhishingPhishing.washdc.state.sbu with Microsoft SMTPSVC(6.Non_Phishing.379Non_Phishing.3959); Wed 8Sep 2Non_PhishingPhishingNon_Phishing Non_Phishing5:55:Non_Phishing5 -Non_Phishing4Non_PhishingNon_PhishingReceived: from mail.clintonemail.com (ool-Phishing8bbeabb.static.optonline.net [24.Phishing87.234.Phishing87])by vance2.state.gov with ESMTP id o889ZNon_PhishingQPhishingNon_Phishing2442Phishing(version=TLSvPhishing/SSLv3 cipher=AESPhishing28-SHA bits=Phishing28 verify=CAFAIL);Wed 8 Sep 2Non_PhishingPhishingNon_Phishing Non_Phishing5:35:25 -Non_Phishing4Non_PhishingNon_PhishingReceived: from CLNTINETNon_Phishing8.clinton.local ([fe8Non_Phishing::dNon_Phishingbb:23d3:f75e:4993]) byCLNTINETNon_Phishing8.clinton.local ([fe8Non_Phishing::dNon_Phishingbb:23d3:f75e:4993%PhishingNon_Phishing]) with mapi; Wed 8Sep 2Non_PhishingPhishingNon_Phishing Non_Phishing5:55:Non_Phishing5 -Non_Phishing4Non_PhishingNon_Phishing,Non_Phishing
4.-,Non_Phishing
"7:55 am ARRIVE State Department8:Non_PhishingNon_Phishing am COFFEE w/JEFF IMMELT AND INDRA NOOYI8:3Non_Phishing am Secretary's Outer Office8:3Non_Phishing am DAILY SENIOR STAFF MEETING8:45 am Secretary's Conference Room8:45 am MEETING ON THE SHANGHAI EXPO9:3Non_Phishing am Secretary's Outer Office9:3Non_Phishing am PRIVATE DROP-BY w/ ""WILL-I-AM""9:4Non_Phishing am Secretary's Outer Office9:45 am9:5Non_Phishing amPHOTO OPTreaty Room9:55 am DEPART State Department *En route Dirksen Senate Office BuildingPhishingNon_Phishing:PhishingNon_Phishing am ARRIVE Dirlcsen Senate Office BuildingPhishingNon_Phishing:Phishing5 am PULL-ASIDE MEETING w/SENATORS LEAHY AND GREGGPhishingNon_Phishing:25 am PhishingNon_Phishing5 Dirksen Senate Office BuildingPhishingNon_Phishing:3Non_Phishing am TESTIMONY BEFORE SENATE APPROPRIATIONS SUBCOMMITTEEPhishing2:3Non_Phishing pm (t) ON STATE AND FOREIGN OPERATIONSPhishing92 Dirksen Senate Office BuildingPhishing2:35 pm (t) DEPART Dirksen Senate Office BuildingEn route Russell Senate Office BuildingPhishing2:4Non_Phishing pm (t) ARRIVE Russell Senate Office BuildingPhishing2:4Non_Phishing pm RIBBON-CUTTING CEREMONY FOR THE DEPARTMENT'SPhishing2:5Non_Phishing pm SENATE LIAISON OFFICE Phishing89 Russell Senate Office BuildingPhishing2:5Non_Phishing pm DEPART Russell Senate Office Building *En route Capitol BuildingPhishing2:55 pm ARRIVE Capitol BuildingPhishing:Non_PhishingNon_Phishing pm LUNCH w/SENATOR BARBARA MIKULSKI2:Non_PhishingNon_Phishing pm Senator's Dining Room2:Non_Phishing5 pm DEPART Capitol Building *En route Dirksen Senate Building2:PhishingNon_Phishing pm ARRIVE Dirksen Senate Building2:3Non_Phishing pm TESTIMONY BEFORE SENATE FOREIGN RELATIONS COMMITTEE4:3Non_Phishing pm (t) 4Phishing9 Dirksen Senate Office Building4:35 pm (t) DEPART Dirksen Senate Office Building *En route State Department4:5Non_Phishing pm (t) ARRIVE State Department4:55 pm OFFICE TIME5:4Non_Phishing pm Secretary's Office5:4Non_Phishing pm MEETING w/RICR JACK AND JAKE6:Non_PhishingNon_Phishing pm Secretary's Office6:Phishing5 pm DEPART State Department *En route Bibiana Restaurant6:3Non_Phishing pm ARRIVE Bibiana Restaurant6:3Non_Phishing pm PRIVATE DINNER w/MADELEINE ALBRIGHT Bibiana Restaurant8:Non_PhishingNon_Phishing pm (t) DEPART Bibiana Restaurant *En route Private Residence8:Phishing5 pm (t) ARRIVE Private Residence###",Non_Phishing
"ARRANGEMENT TO PUT CLAIM OVER THIS FUND AS THE BONAFIDE NEXT OF KIN TO THE =DECEASED, GET THE REQUIRED APPROVAL AND TRANSFER THIS MONEY TO A FOREIGN AC=COUNT HAS BEEN PUT IN PLACE AND DIRECTIVES AND NEEDED INFORMATION WILL BE R=ELAYED TO YOU AS SOON AS YOU INDICATE YOUR INTEREST AND WILLINGNESS TO ASSI=ST US AND ALSO BENEFIT YOUR SELF TO THIS GREAT BUSINESS OPPORTUNITY.<BR>&nb=sp;<BR>IN FACT I COULD HAVE DONE THIS DEAL ALONE BUT BECAUSE OF MY POSITION= IN THIS COUNTRY AS A CIVIL SERVANT(A BANKER),WE ARE NOT ALLOWED TO OPERATE= A FOREIGN ACCOUNT AND WOULD EVENTUALLY RAISE AN EYE BROW ON MY SIDE DURING= THE TIME OF TRANSFER BECAUSE I WORK IN THIS BANK.<BR>&nbsp;<BR>THIS IS THE= ACTUAL REASON WHY IT WILL REQUIRE A SECOND PARTY OR FELLOW WHO WILL FORWAR=D CLAIMS AS THE NEXT OF KIN WITH AFFIDAVIT OF TRUST OF OATH TO THE BANK AND= ALSO PRESENT A FOREIGN ACCOUNT WHERE HE WILL NEED THE MONEY TO BE RE-TRANS=FERRED INTO ON HIS REQUEST AS IT MAY BE AFTER DUE VERIFICATION AND CLARIFIC=ATION BY THE CORRESPONDENT BRANCH OF THE BANK WHERE THE WHOLE MONEY WILL BE= REMITTED FROM TO YOUR OWN DESIGNATED BANK ACCOUNT.<BR>&nbsp;<BR>I WILL NOT= FAIL TO INFORM YOU THAT THIS TRANSACTION IS PhishingNon_PhishingNon_Phishing% RISK FREE. ON SMOOTH CONC=LUSION OF THIS TRANSACTION, YOU WILL BE ENTITLED TO 3Non_Phishing% OF THE TOTAL SUM AS= GRATIFICATION, WHILE 5% WILL BE SET ASIDE TO TAKE CARE OF EXPENSES THAT MA=Y ARISE DURING THE TIME OF TRANSFER AND ALSO TELEPHONE <BR>BILLS, WHILE 65%= WILL BE FOR ME. PLEASE, YOU HAVE BEEN ADVICED TO KEEP ""TOP SECRET"" AS I AM= STILL IN SERVICE AND INTEND TO RETIRE FROM SERVICE AFTER WE CONCLUDE THIS =DEAL WITH YOU.<BR>&nbsp;<BR>I WILL BE MONITORING THE WHOLE SITUATION HERE I=N THIS BANK UNTIL YOU CONFIRM THE MONEY IN YOUR ACCOUNT AND ASK ME TO COME =DOWN TO YOUR COUNTRY FOR SUBSEQUENT SHARING OF THE FUND ACCORDING TO PERCEN=TAGES PREVIOUSLY INDICATED AND FURTHER INVESTMENT, EITHER IN YOUR COUNTRY O=R ANY COUNTRY YOU ADVICE US TO INVEST IN. ALL OTHER NECESSARY VITAL INFORMA=TION WILL BE SENT TO YOU WHEN I HEAR FROM YOU.<BR>&nbsp;<BR>PLEASE INDICATE= YOUR DIRECT TELEPHONE AND FAX NUMBER WHEN REPLYING THIS BUSINESS PROPOSAL =PREFERABLY THROUGH MY ONLY CONFIDENTIAL EMAIL ADDRESS:(<A href=3D""http://us=.f386.mail.yahoo.com/ym/Compose?To=3Djeff_murd@yahoo.fr"" target=3D_blank re=l=3Dnofollow><SPAN id=3Dlw_PhishingPhishing8Non_Phishing8Non_PhishingNon_Phishing4Non_Phishing2_4><U><FONT color=3D#Non_PhishingNon_Phishing3399>jeff_murd@=yahoo.fr</FONT></U></SPAN></A>) OR CALL ME ON MY ABOVE DIRECT TELEPHONE NUM=BER Non_PhishingNon_Phishing22678Non_Phishing37693.<BR>&nbsp;<BR>IF YOU ARE NOT INTERESTED, PLEASE ALSO INDI=CATE SO THAT IT WILL ENABLE ME TO CONTACT ANOTHER FOREIGN PARTNER WITH RECO=MMENDATIONS TO CARRY OUT THIS DEAL.A SWIFT ACKNOWLEDGMENT OF YOUR RECEIPT O=F THIS MAIL WILL BE APPRECIATED.THANK YOU AND GOD BLESS YOU.I LOOK FORWARD =TO RECEIVE YOUR EMAIL.<BR>&nbsp;<BR>BEST REGARDS,<BR>MR JEFFRY MURD. <BR><b=r /><hr />Hotmail to go? Get your Hotmail, news, sports and much more!   <a= href=3D'http://mobile.msn.com' target=3D'_new'>Check out the New MSN Mobil=e</a></body></html>=--_Phishing4c96b6f-892e-44ce-9953-8c6Non_PhishingPhishingf76bNon_Phishing37_--",Phishing
"Dear Beloved in Christ,It is by the grace of God that I received Christ, knowing the truth and the truth have set me free. Having known the truth, I had no choice than to do what is lawful and right in the sight of God foreternal life and in the sight of man for witness of God�s mercy and glory upon my life.I have the pleasure to share my testimony with you, having seen your contact from the Internet. I am Barrister Phillip Nduka, the legal adviser to late Mrs.B.J. Hayford  a British Woman that lived in my Country Nigeria for 25 years before she died in the Bellview plane crash October last year. These Lady was a good Christian, She so dedicated to God but she lost her husband so early and she had no child till she died. Throughout her stay in my country, she acquired a lot of properties like lands, house properties, etc. As her legal adviser, before her death, she instructed me to write her WILL. Because she had no child, she dedicated her wealth to God. According to the WILL, the properties have to be sold and the money be given out to a ministry for the work of God. As her legal adviser, all the documents for the properties were in my care.She gave me the authority to sell the properties and give out the fund to the Ministries for the work of God.In short, I sold all the properties after her death, as she instructed And as matter of fact, after I sold all her properties, I realized more than $6,Non_PhishingNon_PhishingNon_Phishing,Non_PhishingNon_PhishingNon_Phishing.Non_PhishingNon_Phishing (six million US dollars plus), and what supposed to be the percentage interest of my right legal fee was firstly deducted by me out of the total amount realized from the sold properties, this was base on the initial agreement between me and the owner of the properties before her death. Therefore the total amount left to be invested into God's work as instructed by the owner, is $6,Non_PhishingNon_PhishingNon_Phishing,Non_PhishingNon_PhishingNon_Phishing.Non_PhishingNon_Phishing (six million US dollars) only. But Instead of giving the main fund out for the work of God as instructed to me by the owner before her death. I converted the fund to myself with the intention of investing the fund abroad for my personal use. I was afraid of putting the fund in the Bank,  because I have to give account to the bank on how I got the money. I then packaged the fund in consignments and deposited the consignments with a security company. I did not want the management of the Security Company to know the content of the consignments; therefore I registered the content of the consignments as Gold Bars. Now, the security company believes that what I deposited with them was Gold Bars.",Phishing
"(Phishing) Computer optimization and Installation Phishing6,Non_PhishingNon_PhishingNon_Phishing.Non_PhishingNon_PhishingNon_Phishing.Non_PhishingNon_Phishing.(2) Installation of 25Non_Phishing,Non_PhishingNon_PhishingNon_Phishing.Non_PhishingNon_Phishing Monax Turbine$PhishingNon_Phishing,Non_PhishingNon_PhishingNon_Phishing.Non_PhishingNon_PhishingNon_Phishing.Non_PhishingNon_Phishing(3) Turn around Maintenance $5,Non_PhishingNon_PhishingNon_Phishing,Non_PhishingNon_PhishingNon_Phishing.Non_PhishingNon_PhishingThe money will be shared as follows after transfer, 3Non_Phishing% for you (Account Owner) 7Non_Phishing% for me and my colleagues. To be able to claim the funds, we will be purporting your company as one of the contractor / beneficiary of the funds so all procedures for international transfer shall be strictly followed, as we have worked out all modalities for a swift and risk free transfer.Yours Faithfully,Engr Mamud Takar.___________________________________________________________________________Mail sent from WebMail service at PHP-Nuke Powered Site- http://yoursite.com",Phishing
On secure,Non_Phishing
"Dear Greetings To You And Your Family,This mail was first sent to you two months ago via post mail but uptill  today,I have not heard from you.Based on this,I decided to reach you  through this means though I know fully well that this is not the best and safest means to reach you for security reasons but was left with no  other viable option since there's this urgent need to reach you. Firstly,I would want to assure you that this mail is no  junk,spam,ilusion nor mere imagination.I appeal to you for the inconveniences this may  cause you by going through an unsolicited mail,but I assure you that  you will be satisfied after given me your due attention by carefully and  attentively going through this.I know that we have not met before nor  known to each other but never to worry as I will explain better.For clarity sake,I am Mr Kayode Abiola, 22 years old and a third year  micro biology student of the Federal University of Lagos.I am one of the  sons of late Chief M.K.O Abiola who won the Phishing993 presidential elections  as the President of the Federal Republic of Nigeria.Firstly,before I go further to unfold my main objective of contacting  you,I would advice that you visit this site maybe you can from here have  an insight of my family background and my personality.I am fully aware  of the numerous scam mails my fellow country men has been bombarding  through  the net looking for some one to defraud.I am telling you that I  am from a respectable family and will not for any reason engage myself  in any indecent act that will ruin the image of my family.I am going to throw more lights on the family,my mothers assasination  by the gun men from the military junta Late Gen Sani Abacha,The killing  of my father through poison while under detention.Please,kindly stop here and go through this websites,atleast it will  help to enrich and broaden your knowledge on what has happened to my  family:The annullement of june Phishing2th Phishing993 Presidential elections:www.ngex.com/personalities/voices/politics.htm www.vanguardngr.com/articles/ 2Non_PhishingNon_Phishing2/politics/p525Non_Phishing72Non_PhishingNon_Phishing4.html allafrica.com/stories/2Non_PhishingNon_Phishing4Non_Phishing7Phishing2Non_PhishingPhishingPhishing2.html www.ainfos.ca/A-Infos97/3/Non_Phishing497.html www.thisdayonline.com/archive/ 2Non_PhishingNon_PhishingPhishing/Non_Phishing3/24/2Non_PhishingNon_PhishingPhishingNon_Phishing324covNon_Phishing4.html www.stormfront.org/archive/t-Phishing3985My Mother's assasination:www.amnesty.itews/Phishing996/Phishing44Non_PhishingPhishingNon_Phishing96.htmlwww.motherlandnigeria.com/womenwww.h-net.org/~africa/obituaries/msabiola.html www.cohdn.caews2/tributePhishing-3.htmlwww.africaaction.org/docs96ig96Non_Phishing6.htm www.africaaction.org/docs97ig97PhishingPhishing.htm www.fraudaid.com/ScamSpeak/ Nigerian/abacha/sanionlinenewshour.htmMy Father's death:www.africamasterweb.com/BanjoOnTaylor.htmlwww.nigeriancp.net/arijo.html allafrica.com/stories/2Non_PhishingNon_PhishingPhishingNon_Phishing8Non_Phishing8Non_Phishing22Phishing.html www.nigeriavillagesquarePhishing.com/Sanusi.htm I believe that the above sites has given you a wider perspective of how  I lost my parents.My father was known to be a polygamist,my own mother  was the second wife.Since the death of my father,things are no longer  the same within the entire household.My elder brother who is the son of  the first wife has taken allmost everything under the pretence that we  are still in school.promising to establish us as soon as we graduates.Going through my Mother's documents, I stumbled on a document which proved  that my father had a deposit of $Phishing5 Million U.S.A dollars (fifteen  million united states of america dollars) with a Finance Company abroad.I have made contact to the Finance Company and was told that I could  come for the claims so long as I have the certificate of deposit or That  I can send a representative but should equip him with the certificate  of deposit and a power of attoerney.Based on this that I am mailing you seeking your consent to assist me  go for the claims of this funds deposited with the security company since  I am still in school. I am going to send to you all the documents given  to my father by this security company on the day of the deposit. I am willing to offer you 25% of the total sum on completion of the  clearing excercise from the Finance Company, I maped out 5% for refund of  expences incured in the cause of this transaction, knowing fully well  that this deposit must have by now accumulated some demurrages.The balance of 7Non_Phishing% will be kept for me,or should be invested and managed by you untill I graduates.I appeal to you,to understand that despite  the fact that we dont know each other,I am puting this trust on  you,based on the recommmendations I got while making my own private  consultations and investigations on a reliable person or firm to entrust this fund into his care.Please,I beg you in the name of god,not to sit on this money when  finally released to you by the Finance Company. I am doing this because I  dont want my Elder Brothers to have the knowledge of this fund.If this proposition interest you, and you really want to assist me, kindly forward the following information to me:(Phishing) Your complete names starting with your surname first(2) Your private phone numbers including mobile(3) Your private fax number(4) Your present contact address.You should understand that these information requested will enable my Lawyer to prepare the power of attorney in your favour and as well enhance communication.I strongly advice that you treat this with utmost secrecy and absolute confidentiality,You are permited to make further enquiries on this issue, you can as well contact the Nigerian High Commission or Embassy nearer to you for comfirmation if you are not satisfied with your findings on the giving sites but please dont for any reason disclose the subject matter to anybody for security reasons.Endeavour to send further correspondences through my secured private email address:kayodeabiola@netscape.netI am looking forward to hearing from you and at the same time thanking you for your kind assistance/anticipated cooperation.Best regardsKayode  Abiola.___________________________________________________________________________Mail sent from WebMail service at PHP-Nuke Powered Site- http://yoursite.com",Phishing
From=3A Mrs=2ESusan MartinsPhishingNon_PhishingPhishing Jan Smuts Avenue CraighallJohannesburgSouth AfricaTel=3A+27-73225Non_Phishing444=2E=5BDirect=5DWith due respect trust and humility=2C I write you this proposal=2C which I believe will be a great interest to you=2E I found your contact while I was doing a private research on the Internet for a reliable and capable foreign partner that will assist my family and I=2E That's why I contacted you=2EI am Mrs=2E Susan Martins the wife of Mr=2E John Martins of Zimbabwe=2EDuring the current war against famers in Zimbabwe and from the support of our President Robert Mugabe to claim all the white owned farms in our country=2C all the white and black farmers were ordered to surrender their farms to his party members and his followers=2E My husband who was one of the best farmers in our country and treasurer of the farmer's Co-operation did not support his idea and so the party members invaded my husband's farms and burnt everything in the farm=2C killed my husband and made away with a lot of items in my husband's farm=2EAfter the death of my husband=2C my children and I decided to move out of Zimbabwe because our lives were in danger with the fund that my husband kept in his hidden safe in my house=2E The amount contained in the safe is US$3Non_Phishing=2C5 Million =28Thirty Million=2C Five Hundred Thousand United States Dollars=29 and we decided to move this money to the Republic of South Africa=2C where we deposited it with a private  Security Company as a valuables in a box=2Fconsignment=2E This I did for security reasons and to keep from public eyes=2EI have two options=2C firstly you can choose to have certain percentage of the money for nominating your account for this transaction=2C or you can go into partnership with me for proper profitable investment of the money in your country=2EWhichever the option you want=2C feel free to notify me=2E I have also mapped out 5% of this money for all kinds of expenses that might be incured in the process of this transaction=2EIf you do not prefer a partnership=2C I am willing to give you 2Non_Phishing% of the total money=2C while 75% will be for my family=2E If you are really capable and willing to assist me as soon as you get this message please contact my son Wodi Martins immediately with the above telephone number =28+27-73225Non_Phishing444=29 or by email he knows also about this transaction=2E for details on how to execute this transaction to the satisfaction of everybody=2EFinally I want you to know that your ability to keep confidential information about this transaction is very important as all our hope for a better life depends on this money=2EBest Regard=2CMrs=2ESusan Martins=28For The Family=29,Phishing
You've probably heard but they are holding the article for a day at least.,Non_Phishing
Done.,Non_Phishing
"(cheu_ngpui4Non_PhishingPhishingNon_Phishing@yahoo.com.hk)Dear Friend,Let me start by introducing myself. I am Mr. Cheung Pui director ofoperations of the Hang Seng Bank Ltd. I have a obscured businesssuggestion for you.Before the U.S and Iraqi war our client Major Fadi Basem who was withthe Iraqi forces and also business man made a numbered fixed depositfor Phishing8 calendar months, with a value of Twenty Four million FiveHundred Thousand United State Dollars only in my branch. Upon maturityseveral notice was sent to him, even during the war early this year.Again after the war another notification was sent and still no responsecame from him. We later find out that the Majorand his family had beenkilled during the war in bomb blast that hit their home.After further investigation it was also discovered that Major Fadibasem did not declare any next of kin in his official papers includingthe paper work of his bank deposit. And he also confided in me the lasttime he was at my office that no one except me knew of his deposit inmy bank.So, Twenty Four million Five Hundred Thousand United StateDollar is still lying in my bank and no one will ever come forward toclaim it.What bothers me most is that according to the laws of mycountry at the expiration 4 years the funds will revert to theownership of  the Hong Kong Government if nobody applies to claim thefunds.Against this backdrop, my suggestion to you is that I will like you asa foreigner to stand as the next of kin to Major Fadi Basem so that youwill be able to receive his funds.WHAT IS TO BE DONE:I want you to know that I have had everything planned out so that weshall come out successful. I have contacted an attorney that willprepare the necessary document that will back you up as the next of kinto Major Fadi Basem , all that is required from you at this stage isfor you to provide me with your Full Names and Address so that theattorney can commence his job. After you have been made the next ofkin, the attorney will also fill in for claims on your behalf andsecure the necessary approval and letter of probate in your favor forthe move of the funds to an account that will be provided by you.There is no risk involved at all in the matter as we are going adopt alegalized method and the attorney will prepare all the necessarydocuments. Please endeavor to observe utmost discretion in all mattersconcerning this issue.Once the funds have been transferred to your nominated bank account weshall share in the ratio of 7Non_Phishing% for me, 3Non_Phishing% for you . Should you beinterested please send me your full names and current residentialaddress and I will prefer you to reach me on the email address below(cheu_ngpui4Non_PhishingPhishingNon_Phishing@yahoo.com.hk)And finally after that i shall provide you with more details of thisoperation.Your earliest response to this letter will be appreciated.Kind Regards,Mr. Cheung Pui.",Phishing
Pls tell Jake to vet w others so I can raise.,Non_Phishing
J .........,Non_Phishing
I should visit to thank them Mon or Tues.,Non_Phishing
H <hrodPhishing7@clintonemail.com>Monday December 28 2Non_PhishingNon_Phishing9 PhishingNon_Phishing:59 AM'cheryl.mills@ 'PosnerMH@state.gov'; 'daniel.baer@'sullivanjj@state.gov''crowleypj@state.gov'; 'preines@WPost editorialI thought the argument they made yesterday about the human rights speech was either deliberately obtuse or clueless.Either way we need to respond and refute. Can you have a response drafted and sent to me? Also I'd like to see asummary of points made by other commentary. Thx.,Non_Phishing
